Strain,Genotype,Medium,Dilution,Measurement_Type,Time,Measurement_ID,Original_ID,Value,Original_Value,Unit,Original_Unit,Error,Original_Error,Source
BW25113,dgpmB,GLC,0.2,flux,SS,CS,CS,3.4632,104,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2331,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),10.7226,322,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.5994,18,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,FBA,FBA,2.997,90,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,FUM,FUM,3.2301,97,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.3663,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,GAPD,GAPD,5.9274,178,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,3.33,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,GND,GND,0.3663,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,ICDHyr,ICDHyr,3.1968,96,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,ICL,ICL,0.2664,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,MALS,MALS,0.2664,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,MDH,MDH,3.4965,105,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,PDH,PDH,4.5621,137,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,PFKA,PFKA,2.997,90,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,PGI,PGI,2.9304,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,PGM,PGM,5.6277,169,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,PPC,PPC,0.3663,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,PYKF,PYKF,1.8315,55,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,RPE,RPE,0.0999,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,RPI,RPI,0.2997,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,SUCDi,SUCDi,3.2301,97,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,TALA,TALA,0.0999,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,TKT1,TKT1,0.0999,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,TKT2,TKT2,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,TPI,TPI,2.997,90,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0999,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3996,12,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8325,25,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,PGMT,PGMT,0.0333,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,R5PP,R5PP,0.1998,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.2997,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0333,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0333,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.0999,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,ACONTa,ACONTa,2.3406,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,AKGDH,AKGDH,1.6074,57,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,CS,CS,2.3406,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2538,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),7.614,270,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6204,22,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,FBA,FBA,2.3688,84,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,FUM,FUM,2.0868,74,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.6768,24,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,GAPD,GAPD,4.794,170,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.82,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,GND,GND,0.6768,24,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,ICDHyr,ICDHyr,1.833,65,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,ICL,ICL,0.5076,18,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,MALS,MALS,0.5076,18,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,MDH,MDH,2.5944,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,PDH,PDH,3.6378,129,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,PFKA,PFKA,2.3688,84,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,PGI,PGI,2.0868,74,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,PGM,PGM,4.512,160,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,PPC,PPC,0.141,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,PYKF,PYKF,1.4382,51,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,RPE,RPE,0.282,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,RPI,RPI,0.3948,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,SUCDi,SUCDi,2.0868,74,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,TALA,TALA,0.1974,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,TKT1,TKT1,0.1974,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,TKT2,TKT2,0.1128,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,TPI,TPI,2.3688,84,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0846,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3948,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8178,29,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,PGMT,PGMT,0.0564,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,R5PP,R5PP,0.1974,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.3102,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0282,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0282,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1128,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykA,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,ACONTa,ACONTa,2.044,73,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,AKGDH,AKGDH,0.952,34,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,CS,CS,2.044,73,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.252,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),7.504,268,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.616,22,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,FBA,FBA,2.1,75,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,FUM,FUM,1.792,64,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,1.456,52,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,GAPD,GAPD,4.508,161,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.8,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,GND,GND,1.456,52,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,ICDHyr,ICDHyr,1.204,43,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,ICL,ICL,0.84,30,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,MALS,MALS,0.84,30,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,MDH,MDH,2.436,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,ME1,ME1,0.196,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,PDH,PDH,3.696,132,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,PFKA,PFKA,2.1,75,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,PGI,PGI,1.316,47,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,PGM,PGM,4.2,150,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,PPC,PPC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,PYKF,PYKF,1.288,46,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,RPE,RPE,0.812,29,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,RPI,RPI,0.644,23,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,SUCDi,SUCDi,1.792,64,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,TALA,TALA,0.448,16,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,TKT1,TKT1,0.448,16,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,TKT2,TKT2,0.364,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,TPI,TPI,2.1,75,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.084,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.392,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.812,29,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,PGMT,PGMT,0.056,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,R5PP,R5PP,0.196,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.308,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.028,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.028,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.112,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpykF,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,ACONTa,ACONTa,2.61,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,AKGDH,AKGDH,2.37,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,CS,CS,2.61,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.24,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),8.7,290,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,FBA,FBA,2.46,82,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,FUM,FUM,2.37,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.93,31,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,GAPD,GAPD,5.1,170,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,3,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,GND,GND,0.93,31,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,ICDHyr,ICDHyr,2.61,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,ICL,ICL,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,MALS,MALS,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,MDH,MDH,2.37,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,PDH,PDH,3.42,114,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,PFKA,PFKA,2.46,82,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,PGI,PGI,2.04,68,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,PGM,PGM,4.8,160,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,PPC,PPC,0.63,21,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,PYKF,PYKF,1.05,35,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,RPE,RPE,0.45,15,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,RPI,RPI,0.48,16,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,SUCDi,SUCDi,2.37,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,TALA,TALA,0.27,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,TKT1,TKT1,0.27,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,TKT2,TKT2,0.18,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,TPI,TPI,2.46,82,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.09,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.39,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.81,27,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,PGMT,PGMT,0.06,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,R5PP,R5PP,0.21,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.3,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.03,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
